0.194805195,0.666666667,0,0.018134284,0,0,0.5,0.8,0.090909091,0,0.235091743,0.010909091,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.246753247,0.666666667,0,0.005003574,1,0,0,0.4,0.363636364,0.048387097,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.246753247,0.666666667,0,0.005914205,1,0,1,0.2,0.818181818,0,0.568807339,0.003636364,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.233766234,0.666666667,0,0.009390269,1,0,0,0.933333333,0.363636364,0.048387097,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.454545455,0.333333333,0,0.000597296,0,1,1,0.3,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.363636364,0.666666667,0,0.001263133,0,0,0,0.8,0.454545455,0.016129032,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.25974026,0.666666667,0,0.002526266,0,0,0,0.533333333,0.454545455,0.016129032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.142857143,0.666666667,0,0.004778364,1,0,1,0.1,0.454545455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.207792208,0.666666667,0,0.000323127,0,0,1,0.9,0.636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.181818182,1,0,0.060101638,0,0,1,0.933333333,0.545454545,0.016129032,0.104357798,0.032727273,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.25974026,0.666666667,0,0.005571494,1,1,1,0.033333333,0.090909091,0.016129032,0.313073394,0.007272727,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.155844156,0.666666667,0,0,1,0,1,0.366666667,0.363636364,0.032258065,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.207792208,0.666666667,0,0.000440628,1,1,1,0.566666667,0.545454545,0.032258065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.181818182,0.666666667,0,0.001351259,1,0,1,0.466666667,0.363636364,0.016129032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.363636364,0.666666667,0,0,0,0,1,0.433333333,0.636363636,0.048387097,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.103896104,1,0,0.00362294,0,0,1,0.966666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.363636364,0.666666667,0,0,0,1,1,0.566666667,0.545454545,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.337662338,0.333333333,1,0,0,1,0,0.633333333,0.454545455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
